agg_name,xx,yy
Syritta pipiens,528.40,154.10
Syritta pipiens,528.50,146.70
Syritta pipiens,528.60,133.40
Syritta pipiens,528.60,142.70
Syritta pipiens,528.70,153.90
Syritta pipiens,528.80,144.80
Syritta pipiens,528.80,145.20
Syritta pipiens,528.80,161.50
Syritta pipiens,529.00,165.00
Syritta pipiens,529.10,147.00
Syritta pipiens,529.10,147.10
Syritta pipiens,529.10,156.70
Syritta pipiens,529.10,231.00
Syritta pipiens,529.20,233.60
Syritta pipiens,529.30,141.70
Syritta pipiens,530.00,167.00
Syritta pipiens,530.20,141.70
Syritta pipiens,530.30,168.80
Syritta pipiens,530.60,153.70
Syritta pipiens,530.80,146.50
Syritta pipiens,530.90,143.50
Syritta pipiens,531.10,144.90
Syritta pipiens,531.20,153.05
Syritta pipiens,531.40,144.20
Syritta pipiens,531.40,174.30
Syritta pipiens,531.50,143.90
Syritta pipiens,531.60,149.30
Syritta pipiens,531.70,345.20
Syritta pipiens,532.00,150.00
Syritta pipiens,532.00,172.00
Syritta pipiens,532.00,207.00
Syritta pipiens,532.10,157.10
Syritta pipiens,532.20,144.40
Syritta pipiens,532.20,368.50
Syritta pipiens,532.50,152.80
Syritta pipiens,532.60,140.80
Syritta pipiens,532.80,150.30
Syritta pipiens,532.80,152.70
Syritta pipiens,532.80,233.70
Syritta pipiens,533.00,165.00
Syritta pipiens,533.00,419.00
Syritta pipiens,533.10,141.00
Syritta pipiens,533.20,152.80
Syritta pipiens,533.20,289.10
Syritta pipiens,533.40,146.90
Syritta pipiens,533.40,158.40
Syritta pipiens,533.50,368.50
Syritta pipiens,533.80,130.50
Syritta pipiens,533.80,155.40
Syritta pipiens,533.80,344.40
Syritta pipiens,533.80,419.10
Syritta pipiens,534.00,144.40
Syritta pipiens,534.20,144.80
Syritta pipiens,534.30,419.00
Syritta pipiens,534.50,362.60
Syritta pipiens,534.60,158.70
Syritta pipiens,535.00,152.00
Syritta pipiens,535.00,153.30
Syritta pipiens,535.00,157.00
Syritta pipiens,535.20,140.20
Syritta pipiens,535.40,175.50
Syritta pipiens,535.60,142.90
Syritta pipiens,535.90,142.50
Syritta pipiens,536.00,146.00
Syritta pipiens,536.20,148.30
Syritta pipiens,536.30,142.30
Syritta pipiens,536.30,150.30
Syritta pipiens,536.70,141.70
Syritta pipiens,536.90,149.50
Syritta pipiens,536.90,152.90
Syritta pipiens,537.00,154.00
Syritta pipiens,537.10,159.00
Syritta pipiens,537.30,159.00
Syritta pipiens,537.60,147.50
Syritta pipiens,537.90,121.00
Syritta pipiens,538.00,120.00
Syritta pipiens,538.10,159.80
Syritta pipiens,538.50,157.10
Syritta pipiens,538.60,145.80
Syritta pipiens,538.60,158.10
Syritta pipiens,538.80,151.20
Syritta pipiens,538.90,144.90
Syritta pipiens,538.90,147.10
Syritta pipiens,538.90,221.30
Syritta pipiens,539.00,302.00
Syritta pipiens,539.10,141.90
Syritta pipiens,539.20,417.10
Syritta pipiens,539.50,143.40
Syritta pipiens,540.00,155.00
Syritta pipiens,540.00,303.00
Syritta pipiens,540.50,153.90
Syritta pipiens,540.50,155.60
Syritta pipiens,541.00,150.00
Syritta pipiens,541.00,154.00
Syritta pipiens,541.00,305.00
Syritta pipiens,541.10,142.70
Syritta pipiens,541.10,152.20
Syritta pipiens,541.30,150.80
Syritta pipiens,541.70,123.90
Syritta pipiens,542.40,154.50
Syritta pipiens,542.80,143.10
Syritta pipiens,542.90,140.10
Syritta pipiens,543.00,154.00
Syritta pipiens,543.00,199.00
Syritta pipiens,544.00,155.00
Syritta pipiens,544.30,225.70
Syritta pipiens,545.00,155.00
Syritta pipiens,545.50,257.30
Syritta pipiens,546.00,155.00
Syritta pipiens,546.00,261.00
Syritta pipiens,546.40,155.70
Syritta pipiens,547.60,181.40
Syritta pipiens,548.00,180.00
Syritta pipiens,548.00,219.00
Syritta pipiens,548.50,156.50
Syritta pipiens,548.80,219.80
Syritta pipiens,548.90,169.30
Syritta pipiens,549.00,218.30
Syritta pipiens,549.00,219.00
Syritta pipiens,549.00,288.00
Syritta pipiens,549.10,220.50
Syritta pipiens,549.20,180.60
Syritta pipiens,549.30,180.30
Syritta pipiens,551.00,147.00
Syritta pipiens,551.00,226.00
Syritta pipiens,552.00,129.00
Syritta pipiens,552.00,179.00
Syritta pipiens,552.50,162.80
Syritta pipiens,552.60,174.90
Syritta pipiens,553.00,168.00
Syritta pipiens,553.00,183.00
Syritta pipiens,553.00,292.00
Syritta pipiens,553.00,303.00
Syritta pipiens,553.70,182.80
Syritta pipiens,555.00,136.00
Syritta pipiens,555.00,137.00
Syritta pipiens,555.00,358.00
Syritta pipiens,555.60,357.90
Syritta pipiens,556.00,139.00
Syritta pipiens,556.00,178.00
Syritta pipiens,557.00,136.00
Syritta pipiens,557.00,138.00
Syritta pipiens,558.00,138.00
Syritta pipiens,559.00,139.00
Syritta pipiens,559.00,140.00
Syritta pipiens,559.00,178.00
Syritta pipiens,560.00,150.00
Syritta pipiens,560.00,156.00
Syritta pipiens,561.00,141.00
Syritta pipiens,561.00,173.00
Syritta pipiens,561.00,221.00
Syritta pipiens,562.00,144.00
Syritta pipiens,562.00,197.00
Syritta pipiens,562.00,280.00
Syritta pipiens,564.00,175.00
Syritta pipiens,564.20,154.60
Syritta pipiens,564.70,155.20
Syritta pipiens,567.00,149.00
Syritta pipiens,567.00,186.00
Syritta pipiens,567.00,285.00
Syritta pipiens,567.00,337.00
Syritta pipiens,568.00,284.00
Syritta pipiens,568.30,149.90
Syritta pipiens,569.00,189.00
Syritta pipiens,569.00,264.00
Syritta pipiens,569.00,283.00
Syritta pipiens,570.00,162.00
Syritta pipiens,570.00,264.00
Syritta pipiens,570.00,344.00
Syritta pipiens,570.50,340.50
Syritta pipiens,571.00,157.00
Syritta pipiens,571.80,160.70
Syritta pipiens,572.00,161.00
Syritta pipiens,572.00,167.00
Syritta pipiens,572.00,262.00
Syritta pipiens,572.10,155.90
Syritta pipiens,573.00,164.00
Syritta pipiens,573.00,186.00
Syritta pipiens,573.00,316.00
Syritta pipiens,574.00,162.00
Syritta pipiens,574.00,188.00
Syritta pipiens,575.00,282.00
Syritta pipiens,575.00,344.00
Syritta pipiens,575.20,176.00
Syritta pipiens,576.30,144.50
Syritta pipiens,577.00,303.00
Syritta pipiens,577.00,344.00
Syritta pipiens,577.50,111.60
Syritta pipiens,577.50,155.90
Syritta pipiens,578.20,110.50
Syritta pipiens,578.90,120.70
Syritta pipiens,579.00,304.00
Syritta pipiens,579.20,142.40
Syritta pipiens,580.00,280.00
Syritta pipiens,580.00,284.00
Syritta pipiens,581.00,289.00
Syritta pipiens,581.20,167.90
Syritta pipiens,582.00,167.00
Syritta pipiens,582.60,110.10
Syritta pipiens,582.80,110.20
Syritta pipiens,582.90,273.20
Syritta pipiens,583.20,112.30
Syritta pipiens,583.70,110.30
Syritta pipiens,584.60,111.80
Syritta pipiens,584.60,175.60
Syritta pipiens,585.00,167.00
Syritta pipiens,585.00,217.00
Syritta pipiens,585.00,299.00
Syritta pipiens,585.20,110.50
Syritta pipiens,585.50,111.50
Syritta pipiens,586.00,279.00
Syritta pipiens,587.00,235.00
Syritta pipiens,587.75,174.45
Syritta pipiens,587.95,175.05
Syritta pipiens,588.00,151.00
Syritta pipiens,588.35,170.33
Syritta pipiens,588.55,170.45
Syritta pipiens,589.00,259.00
Syritta pipiens,589.10,169.80
Syritta pipiens,589.80,143.90
Syritta pipiens,589.95,144.50
Syritta pipiens,589.97,144.72
Syritta pipiens,590.00,169.00
Syritta pipiens,590.00,170.00
Syritta pipiens,590.00,288.00
Syritta pipiens,591.00,149.00
Syritta pipiens,591.00,165.00
Syritta pipiens,591.00,169.00
Syritta pipiens,591.90,163.10
Syritta pipiens,592.00,119.00
Syritta pipiens,592.00,171.60
Syritta pipiens,593.00,296.00
Syritta pipiens,593.10,119.30
Syritta pipiens,593.20,314.20
Syritta pipiens,594.00,344.00
Syritta pipiens,595.10,211.90
Syritta pipiens,595.50,280.40
Syritta pipiens,596.00,164.00
Syritta pipiens,598.00,134.00
Syritta pipiens,598.20,312.20
Syritta pipiens,598.70,135.90
Syritta pipiens,598.70,136.90
Syritta pipiens,599.00,135.00
Syritta pipiens,599.10,279.90
Syritta pipiens,599.50,167.45
Syritta pipiens,599.80,161.80
Syritta pipiens,601.00,244.00
Syritta pipiens,601.30,311.70
Syritta pipiens,601.80,278.70
Syritta pipiens,602.00,250.00
Syritta pipiens,602.00,260.00
Syritta pipiens,602.00,272.00
Syritta pipiens,604.50,156.10
Syritta pipiens,604.60,279.70
Syritta pipiens,604.70,279.70
Syritta pipiens,605.00,258.00
Syritta pipiens,605.00,322.00
Syritta pipiens,606.00,142.00
Syritta pipiens,606.00,306.00
Syritta pipiens,606.20,306.60
Syritta pipiens,606.50,147.30
Syritta pipiens,606.80,223.70
Syritta pipiens,606.90,146.50
Syritta pipiens,606.90,146.60
Syritta pipiens,607.00,145.00
Syritta pipiens,607.00,146.00
Syritta pipiens,607.00,146.60
Syritta pipiens,607.30,320.40
Syritta pipiens,608.00,117.00
Syritta pipiens,608.00,123.00
Syritta pipiens,608.00,256.00
Syritta pipiens,608.50,233.30
Syritta pipiens,608.50,337.30
Syritta pipiens,609.60,255.30
Syritta pipiens,610.00,151.00
Syritta pipiens,610.00,252.00
Syritta pipiens,610.60,152.80
Syritta pipiens,611.00,325.00
Syritta pipiens,611.20,322.90
Syritta pipiens,612.00,246.00
Syritta pipiens,613.00,134.00
Syritta pipiens,613.00,157.00
Syritta pipiens,614.00,263.00
Syritta pipiens,614.10,157.60
Syritta pipiens,614.20,157.60
Syritta pipiens,614.60,164.10
Syritta pipiens,614.80,164.50
Syritta pipiens,615.60,291.80
Syritta pipiens,616.00,342.00
Syritta pipiens,617.80,149.30
Syritta pipiens,618.05,160.25
Syritta pipiens,619.00,243.00
Syritta pipiens,620.00,248.00
Syritta pipiens,620.40,247.70
Syritta pipiens,620.80,248.50
Syritta pipiens,620.90,145.20
Syritta pipiens,621.00,161.00
Syritta pipiens,622.60,138.30
Syritta pipiens,624.00,341.00
Syritta pipiens,624.20,299.70
Syritta pipiens,625.90,329.40
Syritta pipiens,627.80,327.10
Syritta pipiens,630.00,246.00
Syritta pipiens,630.00,250.00
Syritta pipiens,631.00,251.00
Syritta pipiens,631.00,294.00
Syritta pipiens,632.00,250.00
Syritta pipiens,632.30,307.00
Syritta pipiens,632.70,305.80
Syritta pipiens,633.00,238.00
Syritta pipiens,633.00,306.00
Syritta pipiens,633.00,316.00
Syritta pipiens,633.50,237.90
Syritta pipiens,634.00,246.00
Syritta pipiens,634.00,306.30
Syritta pipiens,634.00,328.00
Syritta pipiens,634.20,306.50
Syritta pipiens,636.00,241.20
Syritta pipiens,636.00,249.00
Syritta pipiens,636.00,321.00
Syritta pipiens,636.60,321.10
Syritta pipiens,636.80,321.10
Syritta pipiens,637.00,320.00
Syritta pipiens,638.00,251.00
Syritta pipiens,638.00,253.00
Syritta pipiens,638.00,313.00
Syritta pipiens,638.50,253.70
Syritta pipiens,639.00,291.00
Syritta pipiens,639.00,317.00
Syritta pipiens,639.60,291.70
Syritta pipiens,639.80,254.00
Syritta pipiens,639.90,329.90
Syritta pipiens,640.00,317.00
Syritta pipiens,641.00,253.00
Syritta pipiens,641.00,325.00
Syritta pipiens,641.00,326.00
Syritta pipiens,642.00,321.00
Syritta pipiens,642.00,322.00
Syritta pipiens,643.10,306.50
Syritta pipiens,644.00,254.00
Syritta pipiens,644.00,268.00
Syritta pipiens,644.00,321.00
Syritta pipiens,644.50,313.00
Syritta pipiens,646.00,263.00
Syritta pipiens,646.00,266.00
Syritta pipiens,646.00,270.00
Syritta pipiens,646.00,290.00
Syritta pipiens,646.00,305.00
Syritta pipiens,646.20,259.00
Syritta pipiens,647.00,290.00
Syritta pipiens,648.00,276.00
Syritta pipiens,648.00,280.00
Syritta pipiens,648.90,280.10
Syritta pipiens,649.00,320.00
Syritta pipiens,649.30,320.40
Syritta pipiens,650.00,293.00
Syritta pipiens,653.00,282.00
Syritta pipiens,653.00,284.00
Syrphus ribesii,87.00,14.00
Syrphus ribesii,87.00,15.00
Syrphus ribesii,88.00,8.00
Syrphus ribesii,89.00,10.00
Syrphus ribesii,89.00,13.00
Syrphus ribesii,89.00,14.00
Syrphus ribesii,90.00,10.00
Syrphus ribesii,90.00,11.00
Syrphus ribesii,91.00,10.00
Syrphus ribesii,91.00,11.00
Syrphus ribesii,91.10,10.90
Syrphus ribesii,92.00,10.00
Syrphus ribesii,92.00,11.00
Syrphus ribesii,92.00,12.00
Syrphus ribesii,140.80,35.90
Syrphus ribesii,141.50,35.80
Syrphus ribesii,143.00,28.00
Syrphus ribesii,151.00,32.00
Syrphus ribesii,151.40,31.70
Syrphus ribesii,152.00,32.00
Syrphus ribesii,152.30,32.30
Syrphus ribesii,158.30,38.20
Syrphus ribesii,164.50,37.60
Syrphus ribesii,167.50,792.30
Syrphus ribesii,171.40,784.80
Syrphus ribesii,175.00,37.00
Syrphus ribesii,175.00,49.60
Syrphus ribesii,175.10,41.40
Syrphus ribesii,178.00,56.00
Syrphus ribesii,179.60,44.60
Syrphus ribesii,182.00,45.00
Syrphus ribesii,186.00,26.00
Syrphus ribesii,191.90,728.70
Syrphus ribesii,192.00,742.00
Syrphus ribesii,192.50,742.60
Syrphus ribesii,193.00,59.00
Syrphus ribesii,200.00,81.00
Syrphus ribesii,200.80,40.60
Syrphus ribesii,203.70,82.90
Syrphus ribesii,204.10,84.60
Syrphus ribesii,205.00,83.00
Syrphus ribesii,207.00,62.00
Syrphus ribesii,208.00,66.00
Syrphus ribesii,209.00,62.00
Syrphus ribesii,209.00,66.00
Syrphus ribesii,210.00,64.00
Syrphus ribesii,210.00,66.00
Syrphus ribesii,211.00,60.00
Syrphus ribesii,211.00,321.00
Syrphus ribesii,211.60,321.50
Syrphus ribesii,211.70,224.70
Syrphus ribesii,212.00,58.00
Syrphus ribesii,212.30,589.40
Syrphus ribesii,213.00,50.00
Syrphus ribesii,213.00,53.00
Syrphus ribesii,213.00,58.00
Syrphus ribesii,213.30,65.30
Syrphus ribesii,214.00,50.00
Syrphus ribesii,214.00,52.00
Syrphus ribesii,214.00,54.00
Syrphus ribesii,214.00,64.00
Syrphus ribesii,215.00,50.00
Syrphus ribesii,215.00,51.00
Syrphus ribesii,215.00,68.00
Syrphus ribesii,216.00,51.00
Syrphus ribesii,216.00,57.00
Syrphus ribesii,217.00,51.00
Syrphus ribesii,217.00,53.00
Syrphus ribesii,217.00,55.00
Syrphus ribesii,217.60,648.80
Syrphus ribesii,219.00,50.00
Syrphus ribesii,219.00,54.00
Syrphus ribesii,219.00,68.00
Syrphus ribesii,219.00,69.00
Syrphus ribesii,220.00,58.00
Syrphus ribesii,220.00,66.00
Syrphus ribesii,221.00,73.00
Syrphus ribesii,222.00,51.00
Syrphus ribesii,222.00,61.00
Syrphus ribesii,222.00,74.00
Syrphus ribesii,223.00,55.00
Syrphus ribesii,223.00,63.00
Syrphus ribesii,223.00,65.00
Syrphus ribesii,223.00,610.00
Syrphus ribesii,224.00,59.00
Syrphus ribesii,224.00,60.00
Syrphus ribesii,225.00,51.00
Syrphus ribesii,225.00,52.00
Syrphus ribesii,225.00,56.00
Syrphus ribesii,225.00,951.00
Syrphus ribesii,225.20,481.50
Syrphus ribesii,226.00,56.00
Syrphus ribesii,226.90,201.80
Syrphus ribesii,227.00,54.00
Syrphus ribesii,227.00,63.00
Syrphus ribesii,228.00,73.00
Syrphus ribesii,229.00,55.00
Syrphus ribesii,229.00,56.00
Syrphus ribesii,229.00,59.00
Syrphus ribesii,229.00,61.00
Syrphus ribesii,229.00,64.00
Syrphus ribesii,229.10,566.80
Syrphus ribesii,230.00,54.00
Syrphus ribesii,230.00,55.00
Syrphus ribesii,230.00,56.00
Syrphus ribesii,230.00,58.00
Syrphus ribesii,230.00,73.00
Syrphus ribesii,231.00,54.00
Syrphus ribesii,231.00,55.00
Syrphus ribesii,231.00,56.00
Syrphus ribesii,231.00,57.00
Syrphus ribesii,231.00,58.00
Syrphus ribesii,231.00,60.00
Syrphus ribesii,231.00,489.00
Syrphus ribesii,231.00,619.00
Syrphus ribesii,231.50,656.70
Syrphus ribesii,232.00,54.00
Syrphus ribesii,232.00,57.00
Syrphus ribesii,232.00,58.00
Syrphus ribesii,232.00,60.00
Syrphus ribesii,232.00,62.00
Syrphus ribesii,232.00,70.00
Syrphus ribesii,232.00,730.00
Syrphus ribesii,232.60,730.70
Syrphus ribesii,232.70,637.10
Syrphus ribesii,232.80,335.10
Syrphus ribesii,233.00,54.00
Syrphus ribesii,233.00,55.00
Syrphus ribesii,233.00,61.00
Syrphus ribesii,233.00,68.00
Syrphus ribesii,233.20,645.20
Syrphus ribesii,233.30,636.50
Syrphus ribesii,234.00,54.00
Syrphus ribesii,234.00,56.00
Syrphus ribesii,234.00,57.00
Syrphus ribesii,234.00,66.00
Syrphus ribesii,234.00,69.00
Syrphus ribesii,235.00,53.00
Syrphus ribesii,235.00,54.00
Syrphus ribesii,235.00,55.00
Syrphus ribesii,235.00,60.00
Syrphus ribesii,235.00,84.00
Syrphus ribesii,235.00,494.00
Syrphus ribesii,235.00,495.00
Syrphus ribesii,235.70,495.10
Syrphus ribesii,236.00,54.00
Syrphus ribesii,236.00,55.00
Syrphus ribesii,236.00,62.00
Syrphus ribesii,236.00,477.00
Syrphus ribesii,236.00,669.00
Syrphus ribesii,237.00,54.00
Syrphus ribesii,237.00,55.00
Syrphus ribesii,237.00,61.00
Syrphus ribesii,237.40,539.00
Syrphus ribesii,238.00,52.00
Syrphus ribesii,238.00,53.00
Syrphus ribesii,238.00,54.00
Syrphus ribesii,238.00,55.00
Syrphus ribesii,238.00,59.00
Syrphus ribesii,238.00,61.00
Syrphus ribesii,238.00,63.00
Syrphus ribesii,238.00,65.00
Syrphus ribesii,239.00,54.00
Syrphus ribesii,239.00,57.00
Syrphus ribesii,239.00,365.00
Syrphus ribesii,239.00,595.00
Syrphus ribesii,239.60,595.60
Syrphus ribesii,240.00,52.00
Syrphus ribesii,240.00,53.00
Syrphus ribesii,240.00,54.00
Syrphus ribesii,240.00,55.00
Syrphus ribesii,240.00,69.00
Syrphus ribesii,241.00,48.00
Syrphus ribesii,241.00,50.00
Syrphus ribesii,241.00,51.00
Syrphus ribesii,241.00,53.00
Syrphus ribesii,241.00,54.00
Syrphus ribesii,241.00,55.00
Syrphus ribesii,241.00,56.00
Syrphus ribesii,241.20,367.20
Syrphus ribesii,242.00,49.00
Syrphus ribesii,242.00,50.00
Syrphus ribesii,242.00,51.00
Syrphus ribesii,242.00,54.00
Syrphus ribesii,242.00,56.00
Syrphus ribesii,242.00,61.00
Syrphus ribesii,242.00,363.00
Syrphus ribesii,242.00,364.00
Syrphus ribesii,242.30,69.50
Syrphus ribesii,242.40,559.10
Syrphus ribesii,243.00,50.00
Syrphus ribesii,243.00,53.00
Syrphus ribesii,243.00,54.00
Syrphus ribesii,243.00,55.00
Syrphus ribesii,243.00,56.00
Syrphus ribesii,243.00,61.00
Syrphus ribesii,243.00,71.00
Syrphus ribesii,244.00,48.00
Syrphus ribesii,244.00,51.00
Syrphus ribesii,244.00,52.00
Syrphus ribesii,244.00,195.00
Syrphus ribesii,244.00,500.00
Syrphus ribesii,244.40,194.50
Syrphus ribesii,244.70,195.50
Syrphus ribesii,245.00,52.00
Syrphus ribesii,245.00,626.00
Syrphus ribesii,245.70,200.90
Syrphus ribesii,245.90,625.90
Syrphus ribesii,245.90,626.00
Syrphus ribesii,247.20,583.10
Syrphus ribesii,247.40,583.20
Syrphus ribesii,247.80,632.80
Syrphus ribesii,248.10,390.00
Syrphus ribesii,248.30,114.80
Syrphus ribesii,249.00,572.00
Syrphus ribesii,249.00,637.00
Syrphus ribesii,249.10,572.10
Syrphus ribesii,250.00,187.00
Syrphus ribesii,250.30,381.50
Syrphus ribesii,250.60,380.50
Syrphus ribesii,251.00,187.00
Syrphus ribesii,251.30,133.20
Syrphus ribesii,251.80,381.50
Syrphus ribesii,252.00,188.00
Syrphus ribesii,252.20,121.30
Syrphus ribesii,254.00,336.00
Syrphus ribesii,254.00,339.00
Syrphus ribesii,254.00,371.00
Syrphus ribesii,256.90,201.80
Syrphus ribesii,256.90,372.30
Syrphus ribesii,258.00,220.50
Syrphus ribesii,259.80,368.30
Syrphus ribesii,259.90,380.90
Syrphus ribesii,260.30,367.90
Syrphus ribesii,261.00,612.00
Syrphus ribesii,261.10,371.90
Syrphus ribesii,265.00,341.00
Syrphus ribesii,265.00,341.40
Syrphus ribesii,266.60,890.50
Syrphus ribesii,267.00,73.00
Syrphus ribesii,272.70,140.30
Syrphus ribesii,274.00,655.00
Syrphus ribesii,275.00,560.00
Syrphus ribesii,276.00,359.00
Syrphus ribesii,276.50,359.50
Syrphus ribesii,276.90,358.90
Syrphus ribesii,278.10,35.40
Syrphus ribesii,278.30,611.30
Syrphus ribesii,278.50,377.10
Syrphus ribesii,278.60,635.20
Syrphus ribesii,279.00,181.00
Syrphus ribesii,279.40,555.60
Syrphus ribesii,280.30,379.00
Syrphus ribesii,281.50,37.00
Syrphus ribesii,284.00,177.00
Syrphus ribesii,285.00,87.00
Syrphus ribesii,286.00,176.00
Syrphus ribesii,286.80,148.00
Syrphus ribesii,287.00,61.00
Syrphus ribesii,287.80,146.90
Syrphus ribesii,288.00,204.00
Syrphus ribesii,290.00,93.00
Syrphus ribesii,290.60,170.20
Syrphus ribesii,290.70,51.10
Syrphus ribesii,291.30,556.20
Syrphus ribesii,291.50,556.20
Syrphus ribesii,291.50,556.30
Syrphus ribesii,292.80,138.20
Syrphus ribesii,293.00,65.00
Syrphus ribesii,295.00,511.00
Syrphus ribesii,295.00,819.00
Syrphus ribesii,296.00,125.00
Syrphus ribesii,297.00,818.00
Syrphus ribesii,297.40,818.40
Syrphus ribesii,298.00,859.00
Syrphus ribesii,299.30,143.00
Syrphus ribesii,300.00,566.00
Syrphus ribesii,301.00,504.00
Syrphus ribesii,301.00,505.00
Syrphus ribesii,301.00,741.00
Syrphus ribesii,301.60,505.80
Syrphus ribesii,302.00,317.00
Syrphus ribesii,302.00,504.00
Syrphus ribesii,302.20,504.30
Syrphus ribesii,302.20,505.10
Syrphus ribesii,304.00,204.00
Syrphus ribesii,304.00,209.00
Syrphus ribesii,304.00,353.00
Syrphus ribesii,306.10,94.20
Syrphus ribesii,308.70,125.20
Syrphus ribesii,309.00,219.00
Syrphus ribesii,310.00,514.00
Syrphus ribesii,310.20,383.80
Syrphus ribesii,311.10,131.50
Syrphus ribesii,311.70,377.30
Syrphus ribesii,311.80,127.20
Syrphus ribesii,312.00,500.00
Syrphus ribesii,314.00,371.00
Syrphus ribesii,314.00,381.70
Syrphus ribesii,314.00,534.00
Syrphus ribesii,314.20,122.30
Syrphus ribesii,314.50,137.50
Syrphus ribesii,314.50,140.50
Syrphus ribesii,315.50,128.80
Syrphus ribesii,315.50,142.00
Syrphus ribesii,316.00,531.00
Syrphus ribesii,316.00,870.00
Syrphus ribesii,316.30,699.20
Syrphus ribesii,317.00,238.00
Syrphus ribesii,317.20,123.10
Syrphus ribesii,317.50,368.10
Syrphus ribesii,318.00,239.50
Syrphus ribesii,318.00,492.00
Syrphus ribesii,318.00,561.00
Syrphus ribesii,318.40,467.10
Syrphus ribesii,319.90,475.50
Syrphus ribesii,320.00,473.60
Syrphus ribesii,320.50,513.00
Syrphus ribesii,320.60,532.20
Syrphus ribesii,321.00,306.00
Syrphus ribesii,321.50,367.10
Syrphus ribesii,321.60,367.00
Syrphus ribesii,323.00,559.92
Syrphus ribesii,323.20,550.70
Syrphus ribesii,323.50,135.90
Syrphus ribesii,324.00,560.80
Syrphus ribesii,324.20,142.20
Syrphus ribesii,325.20,228.50
Syrphus ribesii,325.30,228.50
Syrphus ribesii,325.80,115.60
Syrphus ribesii,325.80,119.30
Syrphus ribesii,325.80,142.10
Syrphus ribesii,326.00,338.00
Syrphus ribesii,326.50,180.30
Syrphus ribesii,327.00,179.00
Syrphus ribesii,327.00,214.00
Syrphus ribesii,327.60,114.50
Syrphus ribesii,328.40,119.80
Syrphus ribesii,328.70,337.10
Syrphus ribesii,328.80,409.60
Syrphus ribesii,329.00,1020.30
Syrphus ribesii,329.10,152.40
Syrphus ribesii,329.20,152.70
Syrphus ribesii,329.50,348.40
Syrphus ribesii,329.50,473.70
Syrphus ribesii,330.10,181.70
Syrphus ribesii,331.00,335.00
Syrphus ribesii,331.70,439.40
Syrphus ribesii,332.00,490.00
Syrphus ribesii,332.30,355.40
Syrphus ribesii,333.00,482.00
Syrphus ribesii,333.40,340.90
Syrphus ribesii,333.70,347.40
Syrphus ribesii,333.80,554.30
Syrphus ribesii,334.00,487.00
Syrphus ribesii,334.20,209.20
Syrphus ribesii,334.50,209.20
Syrphus ribesii,334.50,491.50
Syrphus ribesii,334.70,443.70
Syrphus ribesii,335.00,209.00
Syrphus ribesii,335.00,443.00
Syrphus ribesii,335.40,342.50
Syrphus ribesii,335.80,356.20
Syrphus ribesii,335.90,139.70
Syrphus ribesii,336.00,499.00
Syrphus ribesii,336.00,531.00
Syrphus ribesii,336.10,442.80
Syrphus ribesii,336.30,382.00
Syrphus ribesii,336.60,155.30
Syrphus ribesii,336.80,185.50
Syrphus ribesii,337.00,500.80
Syrphus ribesii,337.50,241.30
Syrphus ribesii,337.90,558.90
Syrphus ribesii,338.00,319.00
Syrphus ribesii,338.00,556.00
Syrphus ribesii,338.40,138.40
Syrphus ribesii,338.50,559.70
Syrphus ribesii,338.50,578.20
Syrphus ribesii,338.60,139.90
Syrphus ribesii,338.60,559.30
Syrphus ribesii,338.80,225.50
Syrphus ribesii,338.80,558.80
Syrphus ribesii,339.00,139.80
Syrphus ribesii,339.00,556.00
Syrphus ribesii,339.00,559.70
Syrphus ribesii,339.00,578.00
Syrphus ribesii,339.80,141.40
Syrphus ribesii,340.00,527.50
Syrphus ribesii,340.00,540.00
Syrphus ribesii,340.70,143.10
Syrphus ribesii,340.80,137.70
Syrphus ribesii,340.80,141.10
Syrphus ribesii,340.90,212.50
Syrphus ribesii,340.90,212.60
Syrphus ribesii,341.20,131.40
Syrphus ribesii,341.30,357.20
Syrphus ribesii,341.80,110.40
Syrphus ribesii,342.00,186.00
Syrphus ribesii,342.00,414.00
Syrphus ribesii,342.00,454.00
Syrphus ribesii,342.00,483.00
Syrphus ribesii,342.30,382.70
Syrphus ribesii,342.90,484.50
Syrphus ribesii,343.00,333.00
Syrphus ribesii,343.00,409.00
Syrphus ribesii,343.00,477.00
Syrphus ribesii,343.30,139.30
Syrphus ribesii,343.30,172.70
Syrphus ribesii,343.40,124.30
Syrphus ribesii,343.70,486.50
Syrphus ribesii,343.90,386.10
Syrphus ribesii,344.00,447.00
Syrphus ribesii,344.00,476.00
Syrphus ribesii,344.50,144.00
Syrphus ribesii,344.50,144.50
Syrphus ribesii,344.90,129.90
Syrphus ribesii,344.90,477.30
Syrphus ribesii,345.30,144.40
Syrphus ribesii,345.40,210.90
Syrphus ribesii,345.70,456.60
Syrphus ribesii,346.10,113.30
Syrphus ribesii,346.30,551.80
Syrphus ribesii,347.00,477.00
Syrphus ribesii,347.40,476.40
Syrphus ribesii,347.50,132.70
Syrphus ribesii,347.70,476.70
Syrphus ribesii,347.70,476.80
Syrphus ribesii,348.10,475.50
Syrphus ribesii,348.10,475.70
Syrphus ribesii,348.20,477.50
Syrphus ribesii,348.50,121.50
Syrphus ribesii,348.50,135.40
Syrphus ribesii,348.50,547.80
Syrphus ribesii,349.00,117.00
Syrphus ribesii,349.00,433.00
Syrphus ribesii,349.10,476.10
Syrphus ribesii,349.20,476.10
Syrphus ribesii,349.30,96.10
Syrphus ribesii,349.30,530.90
